4.806788784170281659e+00,4.133580408493859437e+00,2.273517956168102927e-02,7.088185938411933229e+00
3.222767317005067245e+00,2.763404131912325923e+00,5.236411253974958768e+00,2.097755066098283550e-02
3.181929495223960291e+00,3.244147564752610791e+00,5.626798014735667763e+00,2.647495795143717245e-02
7.049006195800622265e-03,7.989749678475934758e+00,1.725724278912699861e+00,2.846690333757793567e+00
2.652287097440138020e+00,3.643973806019299211e+00,5.267146229672821534e+00,0.000000000000000000e+00
3.289915880788617297e+00,3.636796210196845180e+00,2.219671892336183561e-03,5.305252194913034458e+00
3.376261923138248022e+00,1.554286206577324636e+00,3.855464338827861326e+00,2.928225127309858067e-02
2.392958624019347003e+00,3.140638678416094454e+00,4.517294107769691536e+00,1.104113459968703026e-02
2.944873759830850535e+00,3.816025251914534344e+00,4.129165432348091969e-03,5.114102143914532661e+00
2.987890711433156987e+00,3.568737342730225581e+00,5.643711043591407517e+00,1.000382479571149119e-02
3.196296523837871550e+00,2.981375608932204990e+00,5.421695460861194249e+00,1.874161252825912172e-02
2.171071623785991722e+00,3.988340073638211969e+00,2.276057657817043278e-02,4.448075037797909914e+00
7.301489888551430774e+00,9.604518201522083132e-03,3.657244925219548914e+00,2.399146972310174153e+00
1.961932018550438528e-02,7.159127872193566944e+00,1.627021385159007405e+00,2.298543522244044457e+00
2.795671224204467009e+00,3.592400848000880664e+00,5.415496026891636561e+00,1.895997517496361695e-03
2.590931247946537397e-02,7.188212339151119679e+00,1.690602122740557434e+00,2.262520630911182273e+00
1.998172618439582493e+00,3.498030741960163059e+00,1.156975229049450604e-03,3.878000695517992646e+00
2.992652029907799882e+00,3.783730954352021225e+00,2.336521183921913547e-03,5.135944107353098254e+00
0.000000000000000000e+00,8.307584383937109962e+00,2.204777555457520855e+00,2.666433673582570663e+00
9.817173854597349703e-03,8.831892826072369473e+00,1.897883992591175462e+00,3.394820434856204550e+00
2.927851236672669000e+00,3.794393080459699252e+00,4.538008565357909418e-03,5.081158036458225169e+00
1.039921146449263034e-02,8.522356470289796704e+00,2.491541970522573646e+00,2.611423383387788011e+00
1.142004318680590913e+01,1.321773951974378747e-01,5.026800610251889623e+00,5.130677919981886603e+00
8.518675636827843789e-03,8.273021320334166262e+00,2.002823621515684493e+00,2.811920994079890157e+00
2.040979376289786540e+00,2.728108120175396056e+00,3.640292949095815800e+00,5.219827348280192680e-03
3.342140496507042702e+00,3.224379819955860427e+00,2.209945739253926789e-02,5.025381960117385916e+00
2.032841459203728274e+00,4.122951368618474888e+00,3.130912400238061721e-02,4.394390631249883938e+00
9.478530143015193588e+00,2.175828026994608422e-02,5.195844210011014930e+00,3.165592438152617483e+00
2.723409051462111208e+00,4.514338347284708064e+00,1.375451245478176432e-02,5.401089969080448583e+00
3.155501761432752073e+00,3.739152477798174168e+00,0.000000000000000000e+00,5.257761602682208490e+00
1.780598073639544809e+00,3.232467859345063754e+00,2.004878237936691399e-02,3.402193724810846476e+00
2.498711253644891883e-02,6.473366238005377582e+00,1.749698066557561438e+00,1.737269404004312179e+00
6.977485520335982017e+00,7.773511504685082230e-02,4.633580778029549485e+00,1.286336134927506425e+00
2.520963433685516453e+00,3.805897458484001294e+00,3.315737017782316443e-02,4.682298456128400233e+00
2.744558145641982083e+00,2.954533602977386764e+00,4.809819998812467468e+00,6.351830863983831676e-03
2.111793035108269212e+00,4.877516777772298973e+00,5.420592568144294354e+00,1.085330919334768218e-01
