7.533150568331028474e-01,7.443310098021083121e-01,5.565675232214895019e-02
2.966937167153063104e+00,6.631915555939689177e-01,9.327847652957643731e-02
7.690019126178830433e+00,9.681895020861119860e-02,3.995394487214150470e+00
2.393534338055889776e+00,2.703477326099879008e-03,3.663876905334781942e-01
2.976766486350257424e-03,2.854961622111660269e+00,1.256727558321849791e+00
2.692391508745028972e-02,4.172255136059103364e+00,8.140388881762106177e-01
2.556982821843825082e+00,5.557531187852848831e-03,4.126986743637646171e-01
4.989426767006064800e+00,5.150185127559714360e-02,1.831207168230611249e+00
4.304859966937333304e+00,7.013658196913929999e-02,1.235807458295679062e-01
7.243801336534207991e-01,7.455783354475724600e-01,7.741607874800537914e-02
5.931386889940437612e-02,3.015467589692748529e+00,1.542779765006497605e+00
2.744722385881015470e-02,3.668196968097515498e+00,6.667321432326445141e-01
4.249811696293858354e+00,5.252223189798934655e-01,4.251841216350937813e-02
6.197271152685890350e+00,1.617389164664206902e-02,2.906535054754801006e+00
4.061480779061010793e-02,3.543963310667135769e+00,6.628617877488356402e-01
4.235968503561257315e+00,1.869893994632927381e-01,4.019665841889263902e-02
5.063591594322231160e+00,5.871265923132673592e-02,4.533030393747767839e-01
5.277793761958968766e+00,3.683355280085582883e-01,1.500173060927458835e-01
7.407027464254010596e+00,1.105762025638332702e-01,3.792245617803593483e+00
5.522341716337331619e+00,2.248932806320950384e+00,2.238442518734728992e-02
1.521964900563013146e-01,1.412330761691812819e+00,2.390221016394744602e-03
1.100125411449126567e-02,2.205571306773965290e+00,1.224087641724180830e-01
2.366714515151349119e-01,1.514710258420148614e+00,4.119077290891777210e-01
4.062670160454880275e+00,3.257503355199511397e-01,9.782271588403279594e-03
1.840394484283047749e+00,9.025122538347507550e-02,1.344760644112961145e-01
3.616559881546248523e+00,3.053119262296939418e-01,3.113612499272555567e-04
4.347596216536064873e-02,2.738590242384911555e+00,1.112359157170260016e+00
4.263720152874769020e+00,8.406325594322545669e-01,3.432776255088665351e-02
2.656545769325692863e+00,5.812349329293065026e-02,5.293164456270735840e-01
4.151589802129222129e+00,1.918833187421409292e-02,1.287956303141820191e+00
4.685079795197355068e+00,3.853064664769911829e-02,2.732162051986746221e-01
3.045846433314383095e-01,1.056911514307488531e+00,1.305370517729276258e-02
8.021373257126818146e-03,3.527321663622619230e+00,8.271408949035015112e-01
9.342212920392176656e+00,6.344515437179509831e-03,5.153432780026265370e+00
3.368018627087732142e-02,2.989399965299783357e+00,3.493035726787812045e-01
3.937717699910526115e+00,4.795758730165693429e-01,2.075984517909956750e-02
3.731710399898813257e-02,2.048200602177598917e+00,1.009202323657785172e-01
4.039528369089384618e+00,2.836314450495702744e-03,1.379144728746805937e+00
5.179388028138872890e+00,2.163945691013227979e+00,1.639956669883346763e-02
3.198138344956102941e-02,3.677616281786517671e+00,7.442525440945004789e-01
1.474687638800986633e-02,2.626504658560415706e+00,8.198019007082897325e-01
3.287567820514139871e+00,4.241879221195432592e-02,9.026689270725223313e-01
4.761809977430703000e+00,5.797812900190177920e-01,9.256927921784630087e-02
2.590824830037117277e-01,1.177225887421376793e+00,1.049951621300282412e-02
4.337245681119295426e+00,7.890803247519335706e-01,4.952905331341206363e-02
1.046349335092342958e+00,4.236364666009404534e-01,0.000000000000000000e+00
3.660424564409908044e+00,1.254407679156877009e-01,4.346144050005440462e-02
3.859048483071393143e+00,7.591316456174830307e-01,4.980532250147451379e-02
5.139041874516353303e+00,5.544268673191687924e-02,1.992714226848339321e+00
3.418362957423903836e+00,1.844513763125310568e-01,2.496809944671785075e-02
3.464732328163175445e+00,2.848972147430792745e-01,4.093299030815789052e-03
4.178034205824028291e-01,1.189145883640749357e+00,1.964003806779153205e-01
3.092323809157692782e+00,3.597366947177205176e-02,7.054803226977124364e-01
1.340794485240159872e-03,3.120522467563294988e+00,9.773203079478269828e-01
2.907361727226039250e+00,3.591919981865254741e-02,6.813116688172744517e-01
3.175743885536732147e+00,2.802474451818519618e-01,2.110254480849604874e-02
2.316046226887880088e-02,2.056762475585868888e+00,8.603342811283498648e-02
4.492652635506404479e+00,8.083864138522143250e-01,5.414295669862578819e-02
5.028582001518989486e+00,9.942168119733585385e-02,2.509951451868781547e-01
3.789590234960733550e+00,5.361178625229747752e-01,2.972772888640839994e-02
0.000000000000000000e+00,2.825939517339660423e+00,1.266574258391198970e+00
6.826353881195679207e-03,3.051336811087853818e+00,8.456952297090825077e-01
3.254752111909619217e+00,1.967775461079392940e-01,3.258470247709155387e-02
1.320815697022877711e+00,2.347601476161176315e-01,2.784020516187046823e-02
8.069852496799079233e-02,3.051059965730127388e+00,1.595607037455508248e+00
1.154967918843728514e+00,3.565067338415641718e-01,3.165056079060590832e-03
4.217774952718857051e+00,6.983989276666542345e-01,7.044827128439123953e-02
2.137454443644146718e+00,1.453970947520955015e-02,2.836103484364920213e-01
1.556873195369949947e-01,1.406550055217936412e+00,5.195470892463971424e-03
4.632402292682329836e+00,1.314458812805883170e-01,1.179194243621011218e-01
1.343559550522865242e+00,2.178825380957658542e-01,3.447522212476639147e-02
1.343601388534754193e-02,3.268205176695939684e+00,7.647554048329130438e-01
3.405423877140551170e+00,5.118126862682137457e-02,1.141496477694682543e+00
3.919309086384217267e+00,8.794658703810576128e-03,1.346575563655050711e+00
1.999644044049084357e+00,5.547576725105329842e-02,1.875852960597370611e-01
5.243369402661235412e+00,5.588401006671386284e-01,1.466061757349192973e-01
1.525514012715278866e-03,2.376853627724952567e+00,1.615922204558857267e-01
3.247907723727712082e+00,3.554787670044712300e-01,1.361754020510996810e-02
1.542038678526880258e-01,1.412402036697705476e+00,2.526804034622243122e-03
1.490588256722880089e-02,3.790080291409713809e+00,7.013003813186498014e-01
6.021832197799170672e-03,2.277993896410025254e+00,1.383626933055523978e-01
4.040973249585559479e+00,0.000000000000000000e+00,1.334071916410981773e+00
1.583533959293514926e-02,2.896682245427243174e+00,1.249364617065890304e+00
2.576033526298481036e+00,7.677274883698759211e-02,6.533260540531372618e-01
5.847026997982319507e+00,8.831497278418254382e-03,2.475514078824426090e+00
4.547806180823168454e+00,8.458362440289297624e-01,4.896713656291495909e-02
4.238639079109844054e+00,5.830430019695693744e-01,5.480131185567671537e-02
4.342551087846660884e+00,1.326895128961101289e+00,3.790602935280773522e-03
5.104726858568664483e-03,3.836603526483662208e+00,6.751269431473949645e-01
5.097038713790214004e-02,1.845211188587434714e+00,5.149304340439364580e-02
4.049586607214858525e+00,5.606193036687421305e-01,4.135730819540128778e-02
1.684947239752321302e-02,2.633057357473000515e+00,2.483451729032000177e-01
1.787529790631168236e+00,9.679114037657265968e-02,1.226414856415944943e-01
3.607536276812219000e+00,1.186328525525182087e-02,2.993236360379873950e-01
4.484738966613099009e+00,3.982828731422660695e-02,1.446043432211395308e+00
7.440499518095253784e-01,7.670934523228907231e-01,5.060930064509316928e-02
4.459495419672905747e+00,1.053790362567763594e-02,1.550165598814720047e+00
1.734630164635386107e+00,7.070333442403731183e-02,1.598265609924662822e-01
3.245813497157949090e+00,1.512214323379873271e+00,1.057842782327540476e-01
3.446090435560413390e+00,7.844899226212964649e-02,8.182670828574136745e-01
1.393990559738522705e-02,2.981335343940499705e+00,6.211090607930311869e-01
3.858073071980383517e-03,2.487635819161903683e+00,1.960476017654440017e-01
9.444189273332311174e+00,0.000000000000000000e+00,5.141232911264525640e+00
2.173017634925189512e-02,3.909247955825004173e+00,6.994022069272918252e-01
3.777787400646361426e+00,4.552832150567009961e-03,1.186138928166730055e+00
3.349444356590240979e-01,1.453289520124098733e+00,1.935627434479445519e-01
1.560373375396113982e+00,1.308666120298362934e-01,8.422582935023270601e-02
3.590481835050551851e+00,6.771878496119043689e-02,9.351813256018977061e-01
0.000000000000000000e+00,2.491380395467938769e+00,1.916555570735218872e-01
4.866718396520122170e+00,6.395785753520177863e-01,1.156967856340918033e-01
2.308917335526583514e-02,3.177878280717282067e+00,7.577038323199825065e-01
2.980998110357362840e+00,2.902310201709674686e-01,4.042884174346905723e-02
3.584568055222061123e+00,1.521222022288881703e-02,3.389599281632738048e-01
1.740053206003722153e-01,1.360612550784957131e+00,6.595029729186241418e-03
8.403046686775716978e-04,3.660683734842354209e+00,6.171191809224580993e-01
4.403077226248504061e+00,1.703060666558892322e+00,4.688774537328388448e-02
5.452149960151165153e+00,2.241793437583013748e+00,1.912309748242435603e-02
5.075059671429382746e-02,3.303062215303349536e+00,5.336751510390658204e-01
4.817913290676117732e+00,1.421562342452972416e+00,2.231381962863387969e-02
1.353200614341218966e-01,3.127349695566035148e+00,1.710380867692512297e+00
6.728895399470857797e-03,3.003046231879966665e+00,5.795184508096324905e-01
